
1호선
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:23','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:25','yyyy-mm-dd hh24:mi'),1,1);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:00','yyyy-mm-dd hh24:mi'),49,169);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:44','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:08','yyyy-mm-dd hh24:mi'),50,170);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:52','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:16','yyyy-mm-dd hh24:mi'),51,171);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:00','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:24','yyyy-mm-dd hh24:mi'),52,172);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:08','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:32','yyyy-mm-dd hh24:mi'),53,173);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:40','yyyy-mm-dd hh24:mi'),54,174);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:24','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:48','yyyy-mm-dd hh24:mi'),55,175);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:32','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:56','yyyy-mm-dd hh24:mi'),56,176);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:40','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:04','yyyy-mm-dd hh24:mi'),57,177);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:48','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:12','yyyy-mm-dd hh24:mi'),58,178);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:20','yyyy-mm-dd hh24:mi'),59,179);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:04','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:28','yyyy-mm-dd hh24:mi'),60,180);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:12','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:36','yyyy-mm-dd hh24:mi'),61,151);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:20','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:44','yyyy-mm-dd hh24:mi'),62,152);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:28','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:52','yyyy-mm-dd hh24:mi'),63,153);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:00','yyyy-mm-dd hh24:mi'),64,154);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:44','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:08','yyyy-mm-dd hh24:mi'),65,155);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:52','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:16','yyyy-mm-dd hh24:mi'),66,156);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:00','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:24','yyyy-mm-dd hh24:mi'),67,157);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:08','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:32','yyyy-mm-dd hh24:mi'),68,158);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:40','yyyy-mm-dd hh24:mi'),69,159);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:24','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:48','yyyy-mm-dd hh24:mi'),70,160);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:32','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:56','yyyy-mm-dd hh24:mi'),71,161);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:40','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:04','yyyy-mm-dd hh24:mi'),72,162);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:48','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:12','yyyy-mm-dd hh24:mi'),73,163);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:20','yyyy-mm-dd hh24:mi'),74,164);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:04','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:28','yyyy-mm-dd hh24:mi'),75,165);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:12','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:36','yyyy-mm-dd hh24:mi'),76,166);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:20','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:44','yyyy-mm-dd hh24:mi'),77,167);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:28','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:52','yyyy-mm-dd hh24:mi'),78,168);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:00','yyyy-mm-dd hh24:mi'),79,169);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:44','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:08','yyyy-mm-dd hh24:mi'),80,170);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:52','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:16','yyyy-mm-dd hh24:mi'),81,171);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:00','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:24','yyyy-mm-dd hh24:mi'),82,172);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:08','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:32','yyyy-mm-dd hh24:mi'),83,173);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:40','yyyy-mm-dd hh24:mi'),84,174);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:24','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:48','yyyy-mm-dd hh24:mi'),85,175);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:32','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:56','yyyy-mm-dd hh24:mi'),86,176);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:40','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:04','yyyy-mm-dd hh24:mi'),87,177);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:48','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:12','yyyy-mm-dd hh24:mi'),88,178);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:20','yyyy-mm-dd hh24:mi'),89,179);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:04','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:28','yyyy-mm-dd hh24:mi'),90,180);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:12','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:36','yyyy-mm-dd hh24:mi'),91,151);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:20','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:44','yyyy-mm-dd hh24:mi'),92,152);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:28','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 17:52','yyyy-mm-dd hh24:mi'),93,153);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:00','yyyy-mm-dd hh24:mi'),94,154);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:44','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:08','yyyy-mm-dd hh24:mi'),95,155);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 16:52','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:16','yyyy-mm-dd hh24:mi'),96,156);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:00','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:24','yyyy-mm-dd hh24:mi'),97,157);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:08','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:32','yyyy-mm-dd hh24:mi'),98,158);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:40','yyyy-mm-dd hh24:mi'),99,159);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:24','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:48','yyyy-mm-dd hh24:mi'),100,160);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:32','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 18:56','yyyy-mm-dd hh24:mi'),101,161);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:40','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:04','yyyy-mm-dd hh24:mi'),102,162);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:48','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:12','yyyy-mm-dd hh24:mi'),103,163);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 17:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:20','yyyy-mm-dd hh24:mi'),104,164);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:04','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:28','yyyy-mm-dd hh24:mi'),105,165);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:12','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:36','yyyy-mm-dd hh24:mi'),106,166);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:20','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:44','yyyy-mm-dd hh24:mi'),107,167);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:28','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 19:52','yyyy-mm-dd hh24:mi'),108,168);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:00','yyyy-mm-dd hh24:mi'),109,169);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:44','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:08','yyyy-mm-dd hh24:mi'),110,170);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:52','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:16','yyyy-mm-dd hh24:mi'),111,171);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:00','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:24','yyyy-mm-dd hh24:mi'),112,172);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:08','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:32','yyyy-mm-dd hh24:mi'),113,173);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:40','yyyy-mm-dd hh24:mi'),114,174);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:24','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:48','yyyy-mm-dd hh24:mi'),115,175);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:32','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:56','yyyy-mm-dd hh24:mi'),116,176);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:40','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:04','yyyy-mm-dd hh24:mi'),117,177);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:48','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:12','yyyy-mm-dd hh24:mi'),118,178);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:20','yyyy-mm-dd hh24:mi'),119,179);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:04','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:28','yyyy-mm-dd hh24:mi'),120,180);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:12','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:36','yyyy-mm-dd hh24:mi'),121,151);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:20','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:44','yyyy-mm-dd hh24:mi'),122,152);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:28','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:52','yyyy-mm-dd hh24:mi'),123,153);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:00','yyyy-mm-dd hh24:mi'),124,154);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:44','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:08','yyyy-mm-dd hh24:mi'),125,155);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:52','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:16','yyyy-mm-dd hh24:mi'),126,156);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:00','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:24','yyyy-mm-dd hh24:mi'),127,157);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:08','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:32','yyyy-mm-dd hh24:mi'),128,158);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:40','yyyy-mm-dd hh24:mi'),129,159);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:24','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:48','yyyy-mm-dd hh24:mi'),130,160);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:32','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:56','yyyy-mm-dd hh24:mi'),131,161);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:40','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:04','yyyy-mm-dd hh24:mi'),132,162);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:48','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:12','yyyy-mm-dd hh24:mi'),133,163);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:20','yyyy-mm-dd hh24:mi'),134,164);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:04','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:28','yyyy-mm-dd hh24:mi'),135,165);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:12','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:36','yyyy-mm-dd hh24:mi'),136,166);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:20','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:44','yyyy-mm-dd hh24:mi'),137,167);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:28','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:52','yyyy-mm-dd hh24:mi'),138,168);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:00','yyyy-mm-dd hh24:mi'),139,169);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:44','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:08','yyyy-mm-dd hh24:mi'),140,170);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:52','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:16','yyyy-mm-dd hh24:mi'),141,171);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 23:00','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:24','yyyy-mm-dd hh24:mi'),142,172);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 23:08','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:32','yyyy-mm-dd hh24:mi'),143,173);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 23:12','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:36','yyyy-mm-dd hh24:mi'),144,174);
